branch,division,group_name,description,qty,total_amount
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,CARAMEL MACCHIATO LARGE,182.0,58884.17
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE SMALL,157.0,31451.32
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE MEDIUM,176.0,42980.27
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE LARGE,144.0,41809.13
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,FLAT WHITE,1117.0,193586.76
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT SMALL,126.0,27745.14
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT MEDIUM,75.0,21226.79
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT LARGE,16.0,5655.86
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE MEDIUM,152.0,43281.08
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE SMALL,146.0,35797.99
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC SMALL,52.8,9445.66
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC MEDIUM,58.0,16066.86
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT TOFFEE NUT MEDIUM,7.0,2238.59
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC LARGE,14.0,4602.97
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,SPANISH LATTE SMALL,356.0,97181.56
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,SPANISH LATTE MEDIUM,489.0,156179.89
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,SALTED CARAMEL LATTE SMALL,233.0,54667.18
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,SALTED CARAMEL LATTE MEDIUM,311.0,89590.39
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,SALTED CARAMEL LATTE LARGE,63.0,22430.03
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,SIGNATURE HOT CHOCOLATE LARGE,74.0,23913.12
Stories Verdun,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE LARGE,23.0,8363.66
Stories Verdun,HOT BAR SECTION,TEA,ENGLISH BREAKFAST TEA MEDIUM,51.0,4078.38
Stories Verdun,HOT BAR SECTION,TEA,EARL GREY LAVENDER TEA MEDIUM,82.0,5117.12
Stories Verdun,HOT BAR SECTION,TEA,ORGANIC GREEN TEA MEDIUM,69.0,6069.67
Stories Verdun,HOT BAR SECTION,TEA,SOUTHERN MINT HERBAL TEA MEDIUM,29.0,3010.51
Stories Verdun,HOT BAR SECTION,TEA,ADD EARL GREY LAVENDER BAG,1.0,33.33
Stories Verdun,HOT BAR SECTION,TEA,GOLDEN CHAMOMILE HERBAL TEA MEDIUM,52.0,4061.86
Stories Verdun,HOT BAR SECTION,TEA,SWEET GINGER PEACH BLACK TEA MEDIUM,10.0,668.17
Stories Verdun,HOT BAR SECTION,TEA,BOMBAY CHAI BLACK TEA MEDIUM,57.0,2360.36
Stories Verdun,HOT BAR SECTION,TEA,MEDITERRANEAN CARAMEL TEA MEDIUM,18.0,672.67
Stories Verdun,HOT BAR SECTION,TEA,LEMONGRASS&ORANGE TEA MEDIUM,8.0,1361.86
Stories Verdun,HOT BAR SECTION,BEANS,HOUSE BLEND BEANS 250G,18.0,8965.77
Stories Verdun,HOT BAR SECTION,BEANS,AMERICAN COFFEE BEANS 250G,2.0,960.96
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO SMALL,222.0,47415.5
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO MEDIUM,213.0,52054.8
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE SMALL,1473.0,309044.69
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE MEDIUM,1452.0,354491.59
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA SMALL,144.0,34089.94
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA MEDIUM,175.0,48852.01
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA SMALL,996.0,211869.04
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA MEDIUM,1062.0,300137.3
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO LARGE,130.0,37312.81
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE LARGE,685.0,197057.54
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA LARGE,80.0,25808.8
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA LARGE,320.0,102099.16
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN MEDIUM,695.0,172742.35
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN LARGE,181.0,52307.27
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE SMALL,877.0,187064.87
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE MEDIUM,1213.0,299573.96
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE LARGE,863.0,247834.84
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN SMALL,870.0,87928.29
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO SMALL,883.0,208339.37
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO MEDIUM,687.0,195298.98
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO LARGE,338.0,109171.26
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE SMALL,24.0,5781.44
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE MEDIUM,41.0,11567.57
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC MEDIUM,72.0,19932.97
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC SMALL,54.0,12961.71
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,BLUE NADE,98.0,26499.34
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED DOUBLE SHOT TOFFEE NUT SMALL,1.0,264.0
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED DOUBLE SHOT TOFFEE NUT MEDIUM,5.0,1437.6
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE SMALL,21.0,4876.88
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE MEDIUM,16.0,4471.47
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE LARGE,14.0,4924.62
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC LARGE,9.0,2815.92
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE LARGE,2.0,618.62
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SPANISH LATTE SMALL,479.0,133884.32
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SPANISH LATTE MEDIUM,921.0,286561.1
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE SMALL,239.0,59068.38
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE MEDIUM,343.92,98357.55
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE LARGE,108.0,35767.87
Stories Verdun,COLD BAR SECTION,MIXED COLD BEVERAGES,COLD BREW BOTTLE,284.0,22324.32
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPPE SMALL,295.0,59422.34
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPPE MEDIUM,346.0,81336.01
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP SMALL,1340.0,323854.9
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP MEDIUM,1129.0,316989.19
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP LARGE,577.0,192000.11
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPP LARGE,198.0,53603.84
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP SMALL,486.0,109123.9
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP MEDIUM,682.0,189706.31
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP LARGE,299.0,93426.34
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,ESPRESSO FRAPP SMALL,319.0,62470.63
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,ESPRESSO FRAPP MEDIUM,331.0,77079.46
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,ESPRESSO FRAPP LARGE,67.0,17911.35
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,VANILLA CREAM FRAPP SMALL,221.0,49636.73
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,VANILLA CREAM FRAPP MEDIUM,170.0,45160.0
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,VANILLA CREAM FRAPP LARGE,91.0,28404.08
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA FRAPP SMALL,222.0,47319.79
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA FRAPP MEDIUM,238.0,64485.53
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA FRAPP LARGE,137.0,41390.36
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA CREAM FRAPP SMALL,14.0,2736.94
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA CREAM FRAPP MEDIUM,22.0,5992.31
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,CHOCOLATE CREAM FRAPP MEDIUM,334.0,92519.88
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,CHOCOLATE CREAM FRAPP LARGE,95.0,28363.45
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA CREAM FRAPP LARGE,13.0,4093.78
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,CHOCOLATE CREAM FRAP SMALL,408.0,94459.34
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,CARAMEL CREAM FRAPP MEDIUM,281.0,76886.73
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,CARAMEL CREAM FRAPP LARGE,44.0,14235.81
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,CARAMEL CREAM FRAPP SMALL,371.0,83687.21
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,MATCHA CREAM FRAPP SMALL,110.0,25806.67
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,MATCHA CREAM FRAPP MEDIUM,152.0,40344.14
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,MATCHA CREAM FRAPP LARGE,346.0,104734.87
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP SMALL,453.0,104795.11
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP MEDIUM,310.0,86434.23
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP LARGE,125.0,38346.22
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAP SMALL,92.0,21879.94
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAPP MEDIUM,73.0,19982.34
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAPP LARGE,8.0,2332.7
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP SMALL,24.0,5763.54
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP MEDIUM,21.0,5603.6
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP LARGE,2.0,594.59
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP SMALL,16.0,3952.48
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP MEDIUM,8.0,2237.62
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM FRAP SMALL,4.0,1052.48
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM FRAP MEDIUM,5.0,1620.67
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM FRAP LARGE,1.0,366.67
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP LARGE,5.0,1797.0
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE SMALL,315.0,79688.13
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE SMALL,30.0,7798.31
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE MEDIUM,50.0,14707.1
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE LARGE,5.0,1621.62
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE MEDIUM,315.0,92622.63
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE LARGE,86.0,28758.86
Stories Verdun,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY SHAKE,1.0,330.33
Stories Verdun,COLD BAR SECTION,ICE TEA,ICED PEACH TEA SMALL,152.0,11547.27
Stories Verdun,COLD BAR SECTION,ICE TEA,ICED PEACH TEA MEDIUM,59.0,14306.31
Stories Verdun,COLD BAR SECTION,ICE TEA,ICED PEACH TEA LARGE,50.0,14460.54
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SMALL,382.0,10895.5
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SMALL,338.0,10705.98
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT SMALL,147.0,4405.11
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL MEDIUM,850.0,28359.7
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD VANILLA MEDIUM,927.0,30765.5
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT MEDIUM,274.0,9182.88
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD SHOT,4728.0,187678.4
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD WHIPPED CREAM,1034.0,35671.23
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD MOCHA SMALL,16.0,464.32
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA SMALL,898.0,12410.42
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL DRIZZLE,1030.0,34233.48
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD CHOCOLATE DRIZZLE,397.0,13362.19
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL LARGE,442.0,15084.14
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD VANILLA LARGE,415.0,13764.65
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT LARGE,120.0,4002.58
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF MEDIUM,1052.0,35498.92
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF LARGE,521.0,17648.68
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF SMALL,1358.0,45446.61
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF MEDIUM,1446.0,48310.72
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF LARGE,699.0,23351.14
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF SMALL,1215.7,39706.78
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD YIRGACHEFFE SHOT,34.0,1218.56
Stories Verdun,COLD BAR SECTION,ADD SYRUP,REPLACE 1 SHOT YIRGACHEFFE,142.0,9557.3
Stories Verdun,COLD BAR SECTION,ADD SYRUP,REPLACE 2 SHOT YIRGACHEFFE,97.0,6406.85
Stories Verdun,COLD BAR SECTION,ADD SYRUP,REPLACE 3 SHOT YIRGACHEFFE,13.0,846.25
Stories Verdun,COLD BAR SECTION,ADD SYRUP,NO WHIPPED CREAM,26.0,0.0
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA MEDIUM,690.0,23002.1
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA LARGE,229.0,7670.18
Stories Verdun,COLD BAR SECTION,ADD SYRUP,1 SHOT DECAFE,266.0,0.0
Stories Verdun,COLD BAR SECTION,ADD SYRUP,2 SHOT DECAFE,408.0,0.0
Stories Verdun,COLD BAR SECTION,ADD SYRUP,3 SHOT DECAFE,57.0,0.0
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD MOCHA LARGE,77.0,2598.98
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD MOCHA MEDIUM,118.0,4100.87
Stories Verdun,COLD BAR SECTION,ADD SYRUP,STRAWBERRY DRIZZLE TOPPING,64.0,2210.03
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD TOFFEE NUT MEDIUM,5.0,176.37
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD BANANA SAUCE SMALL,15.0,500.0
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD BANANA SAUCE MEDIUM,8.0,266.67
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD RASPBERRY SAUCE SMALL,8.0,266.67
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD RASPBERRY SAUCE MEDIUM,1.0,33.33
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD MATCHA MEDIUM,7.0,408.41
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD MATCHA LARGE,2.0,132.13
Stories Verdun,COLD BAR SECTION,ADD SYRUP,ADD PROTEIN POWDER,1.0,90.09
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE ALMOND SMALL,655.0,64057.77
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE ALMOND MEDIUM,710.0,90002.28
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE COCONUT SMALL,568.0,54777.68
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE COCONUT MEDIUM,564.0,56717.75
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK SMALL,2156.0,0.0
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK MEDIUM,2546.5,0.0
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE SMALL,1921.0,0.0
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE MEDIUM,2229.0,0.0
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT MEDIUM,42.0,5614.41
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT SMALL,48.0,4869.82
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA SMALL,74.0,7210.72
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA MEDIUM,43.0,5653.69
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND SMALL,19.0,1907.93
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND MEDIUM,12.0,1717.6
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE ALMOND LARGE,302.0,47249.67
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE COCONUT LARGE,309.0,32381.44
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE LARGE,887.0,0.0
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK LARGE,995.0,0.0
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND LARGE,6.0,1048.65
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT LARGE,21.0,3682.28
Stories Verdun,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA LARGE,15.0,2423.72
Stories Verdun,COLD BAR SECTION,REPLACE,ADD SKIMMED MILK,12.0,0.0
Stories Verdun,GRAB&GO BEVERAGES,SOFT DRINKS,WATER,6113.0,229841.11
Stories Verdun,GRAB&GO BEVERAGES,SOFT DRINKS,ORANGE JUICE,231.0,39012.16
Stories Verdun,GRAB&GO BEVERAGES,SOFT DRINKS,LEMON JUICE,121.0,20338.14
Stories Verdun,GRAB&GO BEVERAGES,SOFT DRINKS,MAWARDI JUICE,62.0,10493.54
Stories Verdun,GRAB&GO BEVERAGES,SOFT DRINKS,APPLE JUICE,90.0,15153.6
Stories Verdun,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO CLEMENTINE 330ML/24,82.0,13800.3
Stories Verdun,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO GLASS 250ML/24,21.0,3004.8
Stories Verdun,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO LEMON 330ML/24,49.0,8387.39
Stories Verdun,GRAB&GO BEVERAGES,SOFT DRINKS,RIM SPARKLING WATER-250 ML,145.0,9757.15
Stories Verdun,COFFEE PASTRY,COFFEE PASTRY,DOUBLE CHOCOLATE MUFFIN,395.0,80816.52
Stories Verdun,COFFEE PASTRY,COFFEE PASTRY,RED VELVET CAKE,2.0,600.6
Stories Verdun,COFFEE PASTRY,COFFEE PASTRY,BROWNIES CAKE,941.0,154020.42
Stories Verdun,COFFEE PASTRY,COFFEE PASTRY,LAZY CAKE,400.0,130036.31
Stories Verdun,COFFEE PASTRY,COFFEE PASTRY,BLUEBERRY CHEESE CAKE,90.0,32883.18
Stories Verdun,COFFEE PASTRY,COFFEE PASTRY,FRAMBOISE CHEESE CAKE,92.0,35387.99
Stories Verdun,COFFEE PASTRY,COFFEE PASTRY,LOTUS CHEESE CAKE,152.0,57818.92
Stories Verdun,COFFEE PASTRY,COFFEE PASTRY,CHOCOLATE MUFFIN,1.0,220.0
Stories Verdun,COFFEE PASTRY,COFFEE PASTRY,CARROT CAKE,25.0,7740.0
Stories Verdun,COFFEE PASTRY,COFFEE PASTRY,VANILLA MUFFIN,2.0,396.4
Stories Verdun,COFFEE PASTRY,COFFEE PASTRY,BLUEBERRY MUFFIN,262.0,54658.68
Stories Verdun,COFFEE PASTRY,COFFEE PASTRY,APRICOT SABLE,24.0,5646.67
Stories Verdun,COFFEE PASTRY,COFFEE PASTRY,CHOCOLATE SABLE,108.0,25926.31
Stories Verdun,COFFEE PASTRY,COFFEE PASTRY,RED VELVET MUFFIN_,36.0,7382.64
Stories Verdun,CROISSANT,CROISSANT,CHEESE CROISSANT,838.0,183755.14
Stories Verdun,CROISSANT,CROISSANT,THYME CROISSANT,352.0,69367.03
Stories Verdun,CROISSANT,CROISSANT,PLAIN CROISSANT,5.0,1060.0
Stories Verdun,CROISSANT,CROISSANT,CHOCOLATE CROISSANT,699.0,154355.86
Stories Verdun,COOKIES,COOKIES,NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,391.0,128936.94
Stories Verdun,COOKIES,COOKIES,NY STYLE COOKIE - DOUBLE CHOCOLATE,73.0,23688.89
Stories Verdun,FRENCH PASTRY,FRENCH PASTRY,FONDANT AU CHOCOLAT,149.0,53612.61
Stories Verdun,FRENCH PASTRY,FRENCH PASTRY,ECLAIR ORIGINAL,42.0,10820.72
Stories Verdun,FRENCH PASTRY,FRENCH PASTRY,ECLAIR CHOCOLAT,12.0,3324.32
Stories Verdun,FRENCH PASTRY,FRENCH PASTRY,TARTE AU CHOCOLAT,10.0,2729.73
Stories Verdun,FRENCH PASTRY,FRENCH PASTRY,MACARONS,14.0,3733.33
Stories Verdun,FRENCH PASTRY,FRENCH PASTRY,CHOCOLATE SALTED CAKE,111.0,36164.68
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,GUMMY BEARS COMBO,3341.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,GRANOLLA COMBO,3393.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,WAFER ROLL COMBO,2849.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,MARSHMALLOW COMBO,4304.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,BROWNIES COMBO,4223.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,LOTUS BISCUIT COMBO,3051.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,CHOCOLATE CHIPS COMBO,3974.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,OREO COMBO,3798.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,SPRINKLES COMBO,2322.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,MIXED NUTS COMBO,1588.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,OATS COMBO,250.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,STRAWBERRY COMBO,9815.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,PINEAPPLE COMBO,2900.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,MANGO COMBO,6867.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,HONEY COMBO,167.0,0.0
Stories Verdun,FROZEN YOGHURT,COMBO TOPPINGS,BLUEBERRIES COMBO,7539.0,0.0
Stories Verdun,FROZEN YOGHURT,TOPPINGS,GRANOLLA,180.0,12447.99
Stories Verdun,FROZEN YOGHURT,TOPPINGS,WAFER ROLL,158.0,10873.81
Stories Verdun,FROZEN YOGHURT,TOPPINGS,MARSHMALLOW,317.0,21663.3
Stories Verdun,FROZEN YOGHURT,TOPPINGS,BROWNIES,207.0,14300.78
Stories Verdun,FROZEN YOGHURT,TOPPINGS,LOTUS BISCUITS,211.0,14607.87
Stories Verdun,FROZEN YOGHURT,TOPPINGS,OREO,264.0,17913.15
Stories Verdun,FROZEN YOGHURT,TOPPINGS,SPRINKLES,199.0,13920.06
