branch,service_type,category,section,product_desc,qty,revenue,total_cost,total_profit,cost_pct,profit_pct
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO X-LARGE,412.2,221554.54,67227.0,154327.54,30.34,69.66
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,ORIGINAL YOGHURT MEDIUM,52.5,17226.58,5296.79,11929.79,30.75,69.25
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,ORIGINAL YOGHURT SMALL,123.0,36420.12,9422.8,26997.32,25.87,74.13
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,ORIGINAL YOGHURT X-LARGE,16.0,7353.15,2609.49,4743.66,35.49,64.51
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,PINEAPPLE,243.0,16003.42,4452.67,11550.75,27.82,72.18
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,PINEAPPLE COMBO,12111.0,0.0,221918.99,-221918.99,0.0,100.0
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,PISTACHIO CRUNCH,2175.0,222804.74,164348.1,58456.64,73.76,26.24
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO MEDIUM,334.5,163985.0,108787.85,55197.15,66.34,33.66
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO SMALL,1025.6,368813.78,251127.07,117686.71,68.09,31.91
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO X-LARGE,45.8,29010.0,23908.87,5101.13,82.42,17.58
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,PISTACHIO YOGHURT MEDIUM,10.0,4200.0,3252.25,947.75,77.43,22.57
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,PISTACHIO YOGHURT SMALL,28.0,10306.66,6856.04,3450.62,66.52,33.48
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,PISTACHIO YOGHURT X-LARGE,3.0,1616.66,1566.08,50.58,96.87,3.13
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO MEDIUM,172.1,66421.66,15403.38,51018.28,23.19,76.81
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO SMALL,643.1,197930.0,43773.65,154156.35,22.12,77.88
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO X-LARGE,34.05,18580.0,4932.87,13647.13,26.55,73.45
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,POMEGRANATE YOGHURT MEDIUM,4.0,1200.0,358.01,841.99,29.83,70.17
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,POMEGRANATE YOGHURT SMALL,12.5,3546.66,850.83,2695.83,23.99,76.01
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,QUELLA PISTACCIO,284.5,28566.21,20915.1,7651.11,73.22,26.78
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,SPRINKLES,89.0,5798.32,334.55,5463.77,5.77,94.23
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,SPRINKLES COMBO,3267.0,0.0,12280.65,-12280.65,0.0,100.0
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,STRAWBERRY,690.0,47738.02,10013.74,37724.28,20.98,79.02
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,STRAWBERRY COMBO,24918.0,0.0,361626.5,-361626.5,0.0,100.0
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,TASTING CUP BLUEBERRY,1473.5,0.0,14130.74,-14130.74,0.0,100.0
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,TASTING CUP CHOCOLATE,752.0,0.0,6489.9,-6489.9,0.0,100.0
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,TASTING CUP LOTUS SPREAD,102.0,0.0,684.84,-684.84,0.0,100.0
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,TASTING CUP MANGO,1388.1,0.0,13395.84,-13395.84,0.0,100.0
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,TASTING CUP ORIGINAL YOUGHURT,1471.0,0.0,14488.61,-14488.61,0.0,100.0
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,TASTING CUP PISTACHIO,422.0,0.0,14189.92,-14189.92,0.0,100.0
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,TASTING CUP POMEGRANATE,333.0,0.0,2448.66,-2448.66,0.0,100.0
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,TASTING CUP SPECULOSE LOTUS,14.0,0.0,193.87,-193.87,0.0,100.0
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,VARIEGATO WAFER,181.5,18150.0,9015.56,9134.44,49.67,50.33
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,WAFER ROLL,43.0,2815.73,305.56,2510.17,10.85,89.15
Stories Khaldeh,TAKE AWAY,FOOD,FROZEN YOGHURT,WAFER ROLL COMBO,3604.0,0.0,25610.51,-25610.51,0.0,100.0
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,ASIAN SALAD (GRAB&GO),304.0,135259.34,39442.89,95816.45,29.16,70.84
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,BEETROOT CUP,36.0,7567.57,2727.96,4839.61,36.05,63.95
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,BOUMALI CUP,160.0,32220.0,18902.4,13317.6,58.67,41.33
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,CAESER SALAD (GRAB&GO),17.0,7189.19,1713.8,5475.39,23.84,76.16
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,CHICKEN CAESER SALAD (GRAB&GO),116.0,54222.22,24597.1,29625.12,45.36,54.64
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,CHICKEN VERDE SALAD,6.0,2774.78,1217.42,1557.36,43.87,56.13
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,CHOCOLATE SP/MO,77.0,16186.18,5834.8,10351.38,36.05,63.95
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,FREEZE DROPS STRAWBERRY,1020.0,204614.6,138760.8,65853.8,67.82,32.18
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,GREEK SALAD (GRAB&GO),12.0,5415.02,1123.28,4291.74,20.74,79.26
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,HONEY PEANUT ST BITES,73.0,11837.84,3920.1,7917.74,33.12,66.88
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,MAK BAR CHOCOLATE CRUNCH,8.0,1873.88,549.66,1324.22,29.33,70.67
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,MAK BAR PRO COOKIES CREAM,7.0,1975.98,586.16,1389.82,29.66,70.34
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,MAK BAR PRO VANILLE,6.0,1693.69,502.42,1191.27,29.66,70.34
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,MAK BAR WHITE ALMOND CRUNCH,6.0,1405.4,412.24,993.16,29.33,70.67
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,MATCHA CUP,30.0,6306.31,2273.3,4033.01,36.05,63.95
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,MEDIUM CHIPS,1081.0,68767.33,11867.94,56899.39,17.26,82.74
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,MEXICAN FEISTA SALAD,5.0,2402.4,1326.53,1075.87,55.22,44.78
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,PASTA PESTO SALAD,5.0,2402.4,916.61,1485.79,38.15,61.85
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,PINEAPPLE CUP,526.0,190512.89,129304.83,61208.06,67.87,32.13
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,QUINOA SALAD (GRAB&GO),412.0,193344.02,79201.67,114142.35,40.96,59.04
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,SPECIALITY COFFEE ST BITES,97.0,15729.73,5208.9,10520.83,33.12,66.88
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,TIRAMISU CUP,321.0,120534.53,52670.75,67863.78,43.7,56.3
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,TUNA PASTA SALAD (GRAB&GO),488.0,229192.85,92855.5,136337.35,40.51,59.49
Stories Khaldeh,TAKE AWAY,FOOD,GRAB&GO FOOD,VANILLA ASH,78.0,16396.4,5910.58,10485.82,36.05,63.95
Stories Khaldeh,TAKE AWAY,FOOD,HEALTHY SECTION,MIXED LONG BISCUITS,9.0,1891.89,971.97,919.92,51.38,48.62
Stories Khaldeh,TAKE AWAY,FOOD,HEALTHY SECTION,MIXED ROUND BISCUITS,8.0,2162.16,1031.04,1131.12,47.69,52.31
Stories Khaldeh,TAKE AWAY,FOOD,OFFER,CHOCOLATE ROLL+DRINK,1.0,390.39,58.69,331.7,15.03,84.97
Stories Khaldeh,TAKE AWAY,FOOD,OFFER,CINNAMON ROLL+DRINK,11.0,4294.3,553.06,3741.24,12.88,87.12
Stories Khaldeh,TAKE AWAY,FOOD,OFFER,TURKEY & CHEESE SUB+DRINK,1.0,480.48,100.33,380.15,20.88,79.12
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,BROWN CHICKEN CAESAR SANDWICH,475.0,227173.42,88094.86,139078.56,38.78,61.22
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,BROWN CHICKEN TERIAKI SUB,271.0,104028.46,46135.16,57893.3,44.35,55.65
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,BROWN LABNEH SUB,619.0,178114.86,59086.56,119028.3,33.17,66.83
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,BROWN PESTO HALLOUMI SUB,1634.0,541749.25,216666.73,325082.52,39.99,60.01
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,BROWN PULLED BEEF CHIMICHURRI SANDWICH,31.0,13963.97,5261.69,8702.28,37.68,62.32
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,BROWN TUNA SUB,790.0,301671.71,97134.4,204537.31,32.2,67.8
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,BROWN TURKEY & CHEESE SUB,2041.0,811818.63,241785.37,570033.26,29.78,70.22
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,BROWN VEGGIE SUB,7.0,2581.38,548.0,2033.38,21.23,78.77
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,CHICKEN CAESAR SANDWICH,576.0,265268.05,96378.74,168889.31,36.33,63.67
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,CHICKEN TERIAKI SUB,257.0,91900.21,39090.16,52810.05,42.54,57.46
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,LABNEH SUB,1246.0,106807.45,96335.99,10471.46,90.2,9.8
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,PESTO HALLOUMI SUB,1054.0,310030.27,120641.17,189389.1,38.91,61.09
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,PULLED BEEF CHIMICHURRI SANDWICH,16.0,6726.73,2425.49,4301.24,36.06,63.94
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,TUNA SUB,556.0,197121.65,58277.85,138843.8,29.56,70.44
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,TURKEY & CHEESE SUB,1862.0,695381.44,186806.08,508575.36,26.86,73.14
Stories Khaldeh,TAKE AWAY,FOOD,SANDWICHES,VEGGIE SUB,2483.0,2554.09,149344.59,-146790.5,5847.29,-5747.29
Stories Khaldeh,TAKE AWAY,FOOD,SUBS,ADD CHEDDAR CHEESE,28.0,1754.35,100.24,1654.11,5.71,94.29
Stories Khaldeh,TAKE AWAY,FOOD,SUBS,ADD CHICKEN,362.0,49417.54,32317.82,17099.72,65.4,34.6
Stories Khaldeh,TAKE AWAY,FOOD,SUBS,ADD HALLOUM CHEESE,271.0,26058.56,15263.9,10794.66,58.58,41.42
Stories Khaldeh,TAKE AWAY,FOOD,SUBS,ADD PULLED BEEF,12.0,1801.8,1197.0,604.8,66.43,33.57
Stories Khaldeh,TAKE AWAY,FOOD,SUBS,ADD SMOKED TURKEY,474.0,48015.49,18824.71,29190.78,39.21,60.79
Stories Khaldeh,TAKE AWAY,FOOD,SUBS,ADD TUNA,294.0,40101.15,14048.9,26052.25,35.03,64.97
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,1 SHOT DECAFE,1160.0,0.0,11074.13,-11074.13,0.0,100.0
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,2 SHOT DECAFE,1905.0,0.0,36372.8,-36372.8,0.0,100.0
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,3 SHOT DECAFE,405.0,0.0,11599.2,-11599.2,0.0,100.0
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD BANANA SAUCE MEDIUM,8.0,266.66,139.97,126.69,52.49,47.51
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD BANANA SAUCE SMALL,18.0,600.0,314.94,285.06,52.49,47.51
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD CARAMEL DRIZZLE,164.0,5190.81,550.42,4640.39,10.6,89.4
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD CARAMEL LARGE,280.0,8927.06,2406.56,6520.5,26.96,73.04
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD CARAMEL MEDIUM,1359.0,42890.01,10618.54,32271.47,24.76,75.24
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD CARAMEL SF LARGE,160.0,5103.19,2100.27,3002.92,41.16,58.84
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD CARAMEL SF MEDIUM,907.0,28673.46,8929.42,19744.04,31.14,68.86
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD CARAMEL SF SMALL,696.0,19154.24,4568.08,14586.16,23.85,76.15
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD CARAMEL SMALL,1180.0,30422.82,6146.61,24276.21,20.2,79.8
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD CHOCOLATE DRIZZLE,44.0,1391.32,145.08,1246.24,10.43,89.57
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD FULL FAT MILK,218.0,0.0,731.66,-731.66,0.0,100.0
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD HAZELNUT LARGE,50.0,1582.02,541.48,1040.54,34.23,65.77
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD HAZELNUT MEDIUM,259.0,8212.08,2549.86,5662.22,31.05,68.95
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD HAZELNUT SMALL,520.0,10365.16,3412.93,6952.23,32.93,67.07
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD MOCHA LARGE,5.0,163.06,98.92,64.14,60.66,39.34
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD MOCHA MEDIUM,31.0,986.78,459.98,526.8,46.61,53.39
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD MOCHA SMALL,52.0,690.12,514.39,175.73,74.54,25.46
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD RASPBERRY SAUCE LARGE,1.0,66.67,31.53,35.14,47.29,52.71
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD RASPBERRY SAUCE MEDIUM,7.0,233.33,110.34,122.99,47.29,52.71
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD RASPBERRY SAUCE SMALL,10.0,333.34,157.63,175.71,47.29,52.71
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD SHOT,4489.0,92107.2,39774.78,52332.42,43.18,56.82
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD SKIMMED MILK,101.0,0.0,338.98,-338.98,0.0,100.0
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD TOFFEE NUT MEDIUM,9.0,270.27,143.66,126.61,53.15,46.85
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD TOFFEE NUT SMALL,55.0,460.36,658.43,-198.07,143.03,-43.03
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD VANILLA LARGE,702.0,21875.59,8044.77,13830.82,36.78,63.22
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD VANILLA MEDIUM,1880.0,59332.59,14689.37,44643.22,24.76,75.24
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD VANILLA SF LARGE,665.0,21206.28,9602.16,11604.12,45.28,54.72
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD VANILLA SF MEDIUM,2698.0,85197.96,26561.81,58636.15,31.18,68.82
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD VANILLA SF SMALL,2106.0,63629.73,13822.38,49807.35,21.72,78.28
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD VANILLA SMALL,2080.0,51388.65,10834.71,40553.94,21.08,78.92
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD WHIPPED CREAM,323.0,10397.27,2861.94,7535.33,27.53,72.47
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD WHITE MOCHA LARGE,162.0,5226.45,1391.9,3834.55,26.63,73.37
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD WHITE MOCHA MEDIUM,613.0,19219.22,3950.17,15269.05,20.55,79.45
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD WHITE MOCHA SMALL,996.0,12236.64,4278.82,7957.82,34.97,65.03
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ADD YIRGACHEFFE SHOT,25.0,816.82,238.67,578.15,29.22,70.78
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,BLUE NADE,256.0,67973.58,17230.94,50742.64,25.35,74.65
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,CARAMEL CREAM FRAPP LARGE,87.0,26850.81,5582.59,21268.22,20.79,79.21
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,CARAMEL CREAM FRAPP MEDIUM,560.0,149111.11,23792.79,125318.32,15.96,84.04
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,CARAMEL CREAM FRAPP SMALL,631.0,139497.81,20511.7,118986.11,14.7,85.3
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,CARAMEL FRAPP LARGE,510.0,159061.44,36535.37,122526.07,22.97,77.03
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,CARAMEL FRAPP MEDIUM,2272.0,605562.04,161346.65,444215.39,26.64,73.36
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,CARAMEL FRAPP SMALL,1696.0,383470.42,95609.15,287861.27,24.93,75.07
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,CHOCOLATE CREAM FRAP SMALL,748.0,168824.14,38645.93,130178.21,22.89,77.11
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,CHOCOLATE CREAM FRAPP LARGE,114.0,32806.31,8109.22,24697.09,24.72,75.28
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,CHOCOLATE CREAM FRAPP MEDIUM,619.0,164881.09,42607.41,122273.68,25.84,74.16
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,COFFEE FRAPP LARGE,77.0,19125.52,4656.05,14469.47,24.34,75.66
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,COFFEE FRAPPE MEDIUM,318.0,69981.08,18497.23,51483.85,26.43,73.57
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,COFFEE FRAPPE SMALL,278.0,52016.57,13290.64,38725.93,25.55,74.45
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,COLD BREW BOTTLE,784.0,124234.24,33432.77,90801.47,26.91,73.09
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,DOUBLE SHOT SHAKEN LARGE,180.0,47950.27,13181.97,34768.3,27.49,72.51
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,DOUBLE SHOT SHAKEN MEDIUM,722.0,168256.45,37007.95,131248.5,21.99,78.01
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,DOUBLE SHOT SHAKEN SMALL,541.0,86484.86,17301.94,69182.92,20.01,79.99
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ESPRESSO FRAPP LARGE,115.0,28711.12,7972.81,20738.31,27.77,72.23
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ESPRESSO FRAPP MEDIUM,371.0,81464.87,20833.0,60631.87,25.57,74.43
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ESPRESSO FRAPP SMALL,369.0,65243.25,16898.11,48345.14,25.9,74.1
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,HAZELNUT FRAPP LARGE,10.0,2852.25,703.13,2149.12,24.65,75.35
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,HAZELNUT FRAPP MEDIUM,19.0,4720.73,1292.24,3428.49,27.37,72.63
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,HAZELNUT FRAPP SMALL,20.0,4406.01,1087.43,3318.58,24.68,75.32
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED AMERICANO LARGE,445.0,117893.63,21878.01,96015.62,18.56,81.44
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED AMERICANO MEDIUM,1699.0,388214.35,60284.52,327929.83,15.53,84.47
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED AMERICANO SMALL,1537.0,305939.1,33951.14,271987.96,11.1,88.9
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED CARAMEL MACCHIATO LARGE,265.0,79427.15,15460.45,63966.7,19.46,80.54
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED CARAMEL MACCHIATO MEDIUM,1310.0,348588.23,66484.17,282104.06,19.07,80.93
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED CARAMEL MACCHIATO SMALL,931.0,204849.37,29965.04,174884.33,14.63,85.37
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED CLASSIC CHOC LARGE,18.0,5325.83,1098.41,4227.42,20.62,79.38
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED CLASSIC CHOC MEDIUM,112.0,29809.0,5098.13,24710.87,17.1,82.9
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED CLASSIC CHOC SMALL,116.0,26529.13,4491.72,22037.41,16.93,83.07
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED DOUBLE SHOT TOFFEE NUT MEDIUM,1.0,240.24,70.5,169.74,29.35,70.65
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED LATTE LARGE,1086.0,289864.62,51315.75,238548.87,17.7,82.3
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED LATTE MEDIUM,6039.0,1392832.79,247590.64,1145242.15,17.78,82.22
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED LATTE SMALL,3704.0,730814.84,91303.12,639511.72,12.49,87.51
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED LEMON TEA MEDIUM,1.0,266.67,28.94,237.73,10.85,89.15
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED MATCHA LATTE LARGE,569.0,152742.58,45576.09,107166.49,29.84,70.16
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED MATCHA LATTE MEDIUM,1884.0,435551.35,121587.93,313963.42,27.92,72.08
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED MATCHA LATTE SMALL,1470.0,289380.79,67218.87,222161.92,23.23,76.77
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED MOCHA LARGE,105.0,31366.33,6615.92,24750.41,21.09,78.91
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED MOCHA MEDIUM,512.0,136014.9,27041.87,108973.03,19.88,80.12
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED MOCHA SMALL,403.0,85695.49,13108.87,72586.62,15.3,84.7
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED PEACH TEA MEDIUM,444.0,108463.66,21118.85,87344.81,19.47,80.53
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED PEACH TEA SMALL,427.0,60967.26,15126.24,45841.02,24.81,75.19
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED PEACH TEA LARGE,176.0,48218.91,10781.26,37437.65,22.36,77.64
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED SALTED CARAMEL LATTE LARGE,6.0,1891.89,441.79,1450.1,23.35,76.65
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED SALTED CARAMEL LATTE MEDIUM,57.0,15254.65,3524.24,11730.41,23.1,76.9
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED SALTED CARAMEL LATTE SMALL,21.0,3890.09,832.76,3057.33,21.41,78.59
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED SPANISH LATTE MEDIUM,2708.0,788617.05,150921.99,637695.06,19.14,80.86
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED SPANISH LATTE SMALL,1653.0,383661.08,58230.9,325430.18,15.18,84.82
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED TOFFEE NUT LATTE LARGE,12.0,3966.97,934.26,3032.71,23.55,76.45
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED TOFFEE NUT LATTE MEDIUM,46.0,12320.72,3064.22,9256.5,24.87,75.13
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED TOFFEE NUT LATTE SMALL,40.0,8695.5,1811.07,6884.43,20.83,79.17
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED WHITE MOCHA LARGE,519.0,154190.54,26892.8,127297.74,17.44,82.56
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED WHITE MOCHA MEDIUM,1201.0,319272.79,53350.81,265921.98,16.71,83.29
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,ICED WHITE MOCHA SMALL,720.0,148058.77,19391.13,128667.64,13.1,86.9
Stories Bayada,TABLE,BEVERAGES,COLD BAR SECTION,MATCHA CREAM FRAPP SMALL,396.0,86878.41,20538.7,66339.71,23.64,76.36
